"PointID","x","y","Pressure","Velocity_x","Velocity_y","Nu_Tilde"
192, 1.000000000000000e+00, 5.352202629500000e-08, 1.572397168739273e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
193, 9.990009933457160e-01, -1.415916575292282e-04, 6.213152249324212e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
194, 9.979658291430820e-01, -2.881794857271442e-04, 2.823031402636446e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
195, 9.968932772885490e-01, -4.398586638588618e-04, 5.249465991420562e-03, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
196, 9.957820729228830e-01, -5.967886532841323e-04, -1.018451157860071e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
197, 9.946309145593470e-01, -7.591305470417242e-04, -2.187315743979598e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
198, 9.934384637941019e-01, -9.270488597400344e-04, -3.173867588750023e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
199, 9.922033447911550e-01, -1.100711481734587e-03, -4.049636371128239e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
200, 9.909241437988340e-01, -1.280289614488857e-03, -4.837094788274769e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
201, 9.895994087262190e-01, -1.465957716968706e-03, -5.551998554150470e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
202, 9.882276487590520e-01, -1.657893415929766e-03, -6.208344365527573e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
203, 9.868073340184690e-01, -1.856277410554656e-03, -6.816613973241746e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
204, 9.853368952903420e-01, -2.061293361678059e-03, -7.384309455983723e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
205, 9.838147238361660e-01, -2.273127772284692e-03, -7.917131244891222e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
206, 9.822391712272380e-01, -2.491969834944034e-03, -8.419505336762038e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
207, 9.806085493252490e-01, -2.718011281798061e-03, -8.894738769363911e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
208, 9.789211302792580e-01, -2.951446198418808e-03, -9.345189115098668e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
209, 9.771751466664890e-01, -3.192470825092900e-03, -9.772533972618629e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
210, 9.753687917200690e-01, -3.441283350046040e-03, -1.017807776225304e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
211, 9.735002196451090e-01, -3.698083649881599e-03, -1.056300105629387e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
212, 9.715675460812661e-01, -3.963073044857662e-03, -1.092846029197523e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
213, 9.695688486768370e-01, -4.236453999195831e-03, -1.127550963677515e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
214, 9.675021678017420e-01, -4.518429822299970e-03, -1.160490520864242e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
215, 9.653655074033110e-01, -4.809204324888168e-03, -1.191689292768851e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
216, 9.631568360186920e-01, -5.108981458577545e-03, -1.221109052060238e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
217, 9.608740879536010e-01, -5.417964935352300e-03, -1.248652631861179e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
218, 9.585151646336830e-01, -5.736357801147233e-03, -1.274184272994343e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
219, 9.560779361314430e-01, -6.064361994812915e-03, -1.297561506242161e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
220, 9.535602429161220e-01, -6.402177880090121e-03, -1.318670506549184e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
221, 9.509598977819530e-01, -6.750003738418787e-03, -1.337457088735185e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
222, 9.482746880048850e-01, -7.108035234927211e-03, -1.353947236384474e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
223, 9.455023777253990e-01, -7.476464858421941e-03, -1.368253954205801e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
224, 9.426407105822270e-01, -7.855481327107042e-03, -1.380570196694143e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
225, 9.396874125684220e-01, -8.245268966510694e-03, -1.391150229771316e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
226, 9.366401951685740e-01, -8.646007049145999e-03, -1.400283188676802e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
227, 9.334967587575570e-01, -9.057869113770373e-03, -1.408263312252500e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
228, 9.302547962764830e-01, -9.481022247350132e-03, -1.415361126050763e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
229, 9.269119971968330e-01, -9.915626340390895e-03, -1.421799197867557e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
230, 9.234660517702999e-01, -1.036183331256595e-02, -1.427735120588790e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
231, 9.199146555999830e-01, -1.081978630643636e-02, -1.433253072774073e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
232, 9.162555145009680e-01, -1.128961886009035e-02, -1.438364416513369e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
233, 9.124863496792260e-01, -1.177145404520004e-02, -1.443016820278846e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
234, 9.086049032279730e-01, -1.226540359178139e-02, -1.447110420964176e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
235, 9.046089439484650e-01, -1.277156697172146e-02, -1.450519111534052e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
236, 9.004962734807360e-01, -1.329003047580013e-02, -1.453114604460287e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
237, 8.962647327563030e-01, -1.382086626549480e-02, -1.454790507955988e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
238, 8.919122087664410e-01, -1.436413140679768e-02, -1.455483956562575e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
239, 8.874366416441960e-01, -1.491986688391289e-02, -1.455192719566163e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
240, 8.828360320456839e-01, -1.548809659764239e-02, -1.453986388481754e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
241, 8.781084488119389e-01, -1.606882637554761e-02, -1.452010578271525e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
242, 8.732520369379220e-01, -1.666204293780597e-02, -1.449483818453756e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
243, 8.682650257749110e-01, -1.726771287742553e-02, -1.446687011970539e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
244, 8.631457374960591e-01, -1.788578165295289e-02, -1.443946294459303e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
245, 8.578925957790550e-01, -1.851617254213506e-02, -1.441611221048089e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
246, 8.525041346896460e-01, -1.915878563887750e-02, -1.440030115074625e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
247, 8.469790077255021e-01, -1.981349683969546e-02, -1.439524871433613e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
248, 8.413159970120960e-01, -2.048015683562499e-02, -1.440367549573870e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
249, 8.355140225863250e-01, -2.115859013629627e-02, -1.442760202048456e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
250, 8.295721517532200e-01, -2.184859409030840e-02, -1.446819027711777e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
